part,topic,question,cue_card,source,band9_answer,answer_variant
1,Accommodation,What kind of home would you like in the future?,,master_pack,"I usually like the simple, practical kind. I prefer things that are comfortable and useful rather than overly flashy.",A
1,Accommodation,What kind of home would you like in the future?,,master_pack,"Actually, i tend to like the simple, practical kind. I’d go for things that are comfortable and useful rather than overly flashy. In short, it’s something I genuinely enjoy.",B
1,Accommodation,What kind of home would you like in the future?,,master_pack,"Generally speaking, i usually like the simple, practical kind. I prefer things that are comfortable and useful rather than overly flashy. That’s why it stands out to me.",C
1,Daily routine,What is your routine like on weekdays?,,master_pack,"I’d say yes, to some extent. With daily routine, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Daily routine,What is your routine like on weekdays?,,master_pack,"I’d say yes, to some extent. With daily routine, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",B
1,Daily routine,What is your routine like on weekdays?,,master_pack,"Generally speaking, i’d say yes, to some extent. With daily routine, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So it’s become a small habit for me.",C
1,Daily routine,How is your routine different on weekends?,,master_pack,"I’d say yes, to some extent. With daily routine, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Daily routine,How is your routine different on weekends?,,master_pack,"I’d say yes, to some extent. With daily routine, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",B
1,Daily routine,How is your routine different on weekends?,,master_pack,"Generally speaking, i’d say yes, to some extent. With daily routine, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So it’s become a small habit for me.",C
1,Daily routine,Which part of the day do you enjoy most?,,master_pack,"I’d say yes, to some extent. With daily routine, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Daily routine,Which part of the day do you enjoy most?,,master_pack,"I’d say yes, to some extent. With daily routine, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",B
1,Daily routine,Which part of the day do you enjoy most?,,master_pack,"Generally speaking, i’d say yes, to some extent. With daily routine, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So it’s become a small habit for me.",C
1,Daily routine,Do you like planning your day?,,master_pack,"Yes, I do. Daily routine is something I enjoy because it adds a bit of variety to daily life, and it’s also an easy way to relax and reset.",A
1,Daily routine,Do you like planning your day?,,master_pack,"To be honest, yes, I do. Daily routine is something I really like because it adds a bit of variety to daily life, and it’s also an easy way to relax and reset. In short, it’s something I genuinely enjoy.",B
1,Daily routine,Do you like planning your day?,,master_pack,"Yes, I do. Daily routine is something I enjoy because it adds a bit of variety to daily life, and it’s also an easy way to relax and reset. In short, it’s something I genuinely enjoy.",C
1,Daily routine,Do you usually do the same things every day?,,master_pack,"I’d say yes, to some extent. With daily routine, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Daily routine,Do you usually do the same things every day?,,master_pack,"I’d say yes, to some extent. With daily routine, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",B
1,Daily routine,Do you usually do the same things every day?,,master_pack,"Generally speaking, i’d say yes, to some extent. With daily routine, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So it’s become a small habit for me.",C
1,Daily routine,Has your routine changed over time?,,master_pack,"Yes, a little. As I’ve got busier, I’ve become more selective and I focus more on what’s practical and sustainable long term.",A
1,Daily routine,Has your routine changed over time?,,master_pack,"To be honest, yes, a little. As I have got busier, I have become more selective and I focus more on what’s practical and sustainable long term. That’s why it stands out to me.",B
1,Daily routine,Has your routine changed over time?,,master_pack,"Generally speaking, yes, a little. As I’ve got busier, I’ve become more selective and I focus more on what’s practical and sustainable long term. So overall, it feels like a good fit for me.",C
1,Free time,Do you have much free time?,,master_pack,"I’d say yes, to some extent. With free time, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Free time,Do you have much free time?,,master_pack,"Well, i’d say yes, to some extent. With free time, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",B
1,Free time,Do you have much free time?,,master_pack,"I’d say yes, to some extent. With free time, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",C
1,Free time,What do you usually do in your free time?,,master_pack,"I’d say yes, to some extent. With free time, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Free time,What do you usually do in your free time?,,master_pack,"Well, i’d say yes, to some extent. With free time, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",B
1,Free time,What do you usually do in your free time?,,master_pack,"I’d say yes, to some extent. With free time, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",C
1,Free time,Do you prefer spending it alone or with others?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I’m busy, I’ll pick the more efficient one.",A
1,Free time,Do you prefer spending it alone or with others?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I’m busy, I’ll pick the more efficient one. In short, it’s something I genuinely enjoy.",B
1,Free time,Do you prefer spending it alone or with others?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I am busy, I’ll pick the more efficient one. So overall, it feels like a good fit for me.",C
1,Free time,What do you do to relax after a long day?,,master_pack,"I’d say yes, to some extent. With free time, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Free time,What do you do to relax after a long day?,,master_pack,"Well, i’d say yes, to some extent. With free time, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",B
1,Free time,What do you do to relax after a long day?,,master_pack,"I’d say yes, to some extent. With free time, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",C
1,Free time,Do you think people today have less free time?,,master_pack,"I’d say yes, to some extent. With free time, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Free time,Do you think people today have less free time?,,master_pack,"Well, i’d say yes, to some extent. With free time, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",B
1,Free time,Do you think people today have less free time?,,master_pack,"I’d say yes, to some extent. With free time, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",C
1,Free time,What would you do if you had more free time?,,master_pack,"I’d say yes, to some extent. With free time, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Free time,What would you do if you had more free time?,,master_pack,"Well, i’d say yes, to some extent. With free time, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",B
1,Free time,What would you do if you had more free time?,,master_pack,"I’d say yes, to some extent. With free time, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",C
1,Friends,Do you prefer a few close friends or many friends?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I’m busy, I’ll pick the more efficient one.",A
1,Friends,Do you prefer a few close friends or many friends?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I’m busy, I’ll pick the more efficient one. In short, it’s something I genuinely enjoy.",B
1,Friends,Do you prefer a few close friends or many friends?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I am busy, I’ll pick the more efficient one. So overall, it feels like a good fit for me.",C
1,Friends,How do you make new friends?,,master_pack,"I’d say yes, to some extent. With friends, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Friends,How do you make new friends?,,master_pack,"I’d say yes, to some extent. With friends, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",B
1,Friends,How do you make new friends?,,master_pack,"Generally speaking, i’d say yes, to some extent. With friends, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",C
1,Friends,Do you think friendship changes with age?,,master_pack,"I’d say yes, to some extent. With friends, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Friends,Do you think friendship changes with age?,,master_pack,"I’d say yes, to some extent. With friends, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",B
1,Friends,Do you think friendship changes with age?,,master_pack,"Generally speaking, i’d say yes, to some extent. With friends, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",C
1,Friends,Are online friends the same as real-life friends?,,master_pack,"I’d say yes, to some extent. With friends, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Friends,Are online friends the same as real-life friends?,,master_pack,"I’d say yes, to some extent. With friends, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",B
1,Friends,Are online friends the same as real-life friends?,,master_pack,"Generally speaking, i’d say yes, to some extent. With friends, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",C
1,Family,Who are you closest to in your family?,,master_pack,"I’d say yes, to some extent. With family, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Family,Who are you closest to in your family?,,master_pack,"Actually, i’d say yes, to some extent. With family, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",B
1,Family,Who are you closest to in your family?,,master_pack,"If I’m honest, i’d say yes, to some extent. With family, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",C
1,Family,Do you prefer spending time with family or friends?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I’m busy, I’ll pick the more efficient one.",A
1,Family,Do you prefer spending time with family or friends?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I’m busy, I’ll pick the more efficient one. In short, it’s something I genuinely enjoy.",B
1,Family,Do you prefer spending time with family or friends?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I am busy, I’ll pick the more efficient one. So overall, it feels like a good fit for me.",C
1,Family,How important is family in your culture?,,master_pack,"Yes, I think it is. Even small habits around it can make daily life smoother and save time or stress.",A
1,Family,How important is family in your culture?,,master_pack,"Well, yes, I think it is. Even small habits around it can make daily life smoother and save time or stress. So it’s become a small habit for me.",B
1,Family,How important is family in your culture?,,master_pack,"If I’m honest, yes, I think it is. Even small habits around it can make daily life smoother and save time or stress. In short, it’s something I genuinely enjoy.",C
1,Family,Do you think family roles are changing?,,master_pack,"I’d say yes, to some extent. With family, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Family,Do you think family roles are changing?,,master_pack,"Actually, i’d say yes, to some extent. With family, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",B
1,Family,Do you think family roles are changing?,,master_pack,"If I’m honest, i’d say yes, to some extent. With family, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",C
1,Family,What family traditions do you enjoy?,,master_pack,"I’d say yes, to some extent. With family, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Family,What family traditions do you enjoy?,,master_pack,"Actually, i’d say yes, to some extent. With family, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",B
1,Family,What family traditions do you enjoy?,,master_pack,"If I’m honest, i’d say yes, to some extent. With family, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",C
1,Food,Do you prefer eating at home or eating out?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I’m busy, I’ll pick the more efficient one.",A
1,Food,Do you prefer eating at home or eating out?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I’m busy, I’ll pick the more efficient one. In short, it’s something I genuinely enjoy.",B
1,Food,Do you prefer eating at home or eating out?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I am busy, I’ll pick the more efficient one. So overall, it feels like a good fit for me.",C
1,Food,How often do you eat in restaurants?,,master_pack,"Quite regularly, but it depends on my schedule. On busy weeks it’s less frequent, and on weekends I usually have more time for it.",A
1,Food,How often do you eat in restaurants?,,master_pack,"Well, quite regularly, but it depends on my schedule. On busy weeks it’s less frequent, and on weekends I usually have more time for it. That’s why it stands out to me.",B
1,Food,How often do you eat in restaurants?,,master_pack,"Quite regularly, but it depends on my schedule. On busy weeks it’s less frequent, and on weekends I usually have more time for it. That’s why it stands out to me.",C
1,Food,What is a popular dish in your country?,,master_pack,"I’d say yes, to some extent. With food, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Food,What is a popular dish in your country?,,master_pack,"I’d say yes, to some extent. With food, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",B
1,Food,What is a popular dish in your country?,,master_pack,"If I’m honest, i’d say yes, to some extent. With food, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",C
1,Food,Do you think young people eat healthier than before?,,master_pack,"I’d say yes, to some extent. With food, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Food,Do you think young people eat healthier than before?,,master_pack,"I’d say yes, to some extent. With food, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",B
1,Food,Do you think young people eat healthier than before?,,master_pack,"If I’m honest, i’d say yes, to some extent. With food, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",C
1,Food,Have your eating habits changed?,,master_pack,"Yes, a little. As I’ve got busier, I’ve become more selective and I focus more on what’s practical and sustainable long term.",A
1,Food,Have your eating habits changed?,,master_pack,"To be honest, yes, a little. As I have got busier, I have become more selective and I focus more on what’s practical and sustainable long term. That’s why it stands out to me.",B
1,Food,Have your eating habits changed?,,master_pack,"Generally speaking, yes, a little. As I’ve got busier, I’ve become more selective and I focus more on what’s practical and sustainable long term. So overall, it feels like a good fit for me.",C
1,Cooking,Who cooks in your home?,,master_pack,"I’d say yes, to some extent. With cooking, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Cooking,Who cooks in your home?,,master_pack,"I’d say yes, to some extent. With cooking, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So it’s become a small habit for me.",B
1,Cooking,Who cooks in your home?,,master_pack,"If I’m honest, i’d say yes, to some extent. With cooking, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So it’s become a small habit for me.",C
1,Cooking,What was the last dish you cooked?,,master_pack,"I’d say yes, to some extent. With cooking, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Cooking,What was the last dish you cooked?,,master_pack,"I’d say yes, to some extent. With cooking, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So it’s become a small habit for me.",B
1,Cooking,What was the last dish you cooked?,,master_pack,"If I’m honest, i’d say yes, to some extent. With cooking, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So it’s become a small habit for me.",C
1,Cooking,Is cooking an important life skill?,,master_pack,"Yes, I think it is. Even small habits around it can make daily life smoother and save time or stress.",A
1,Cooking,Is cooking an important life skill?,,master_pack,"Well, yes, I think it is. Even small habits around it can make daily life smoother and save time or stress. So it’s become a small habit for me.",B
1,Cooking,Is cooking an important life skill?,,master_pack,"If I’m honest, yes, I think it is. Even small habits around it can make daily life smoother and save time or stress. In short, it’s something I genuinely enjoy.",C
1,Cooking,Do you prefer simple meals or complicated recipes?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I’m busy, I’ll pick the more efficient one.",A
1,Cooking,Do you prefer simple meals or complicated recipes?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I’m busy, I’ll pick the more efficient one. In short, it’s something I genuinely enjoy.",B
1,Cooking,Do you prefer simple meals or complicated recipes?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I am busy, I’ll pick the more efficient one. So overall, it feels like a good fit for me.",C
1,Cooking,Do you think children should learn to cook at school?,,master_pack,"I’d say yes, to some extent. With cooking, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Cooking,Do you think children should learn to cook at school?,,master_pack,"I’d say yes, to some extent. With cooking, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So it’s become a small habit for me.",B
1,Cooking,Do you think children should learn to cook at school?,,master_pack,"If I’m honest, i’d say yes, to some extent. With cooking, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So it’s become a small habit for me.",C
1,Shopping,Do you like shopping?,,master_pack,"Yes, I do. Shopping is something I enjoy because it adds a bit of variety to daily life, and it’s also an easy way to relax and reset.",A
1,Shopping,Do you like shopping?,,master_pack,"To be honest, yes, I do. Shopping is something I enjoy mainly because it adds a bit of variety to daily life, and it’s also an easy way to relax and reset. So overall, it feels like a good fit for me.",B
1,Shopping,Do you like shopping?,,master_pack,"Yes, I do. Shopping is something I enjoy mainly because it adds a bit of variety to daily life, and it’s also an easy way to relax and reset. So it’s become a small habit for me.",C
1,Shopping,Do you prefer online or in-store shopping?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I’m busy, I’ll pick the more efficient one.",A
1,Shopping,Do you prefer online or in-store shopping?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I’m busy, I’ll pick the more efficient one. In short, it’s something I genuinely enjoy.",B
1,Shopping,Do you prefer online or in-store shopping?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I am busy, I’ll pick the more efficient one. So overall, it feels like a good fit for me.",C
1,Shopping,What was the last thing you bought?,,master_pack,"I’d say yes, to some extent. With shopping, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Shopping,What was the last thing you bought?,,master_pack,"Well, i’d say yes, to some extent. With shopping, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So it’s become a small habit for me.",B
1,Shopping,What was the last thing you bought?,,master_pack,"Generally speaking, i’d say yes, to some extent. With shopping, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",C
1,Shopping,Are people influenced by advertisements?,,master_pack,"I’d say yes, to some extent. With shopping, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Shopping,Are people influenced by advertisements?,,master_pack,"Well, i’d say yes, to some extent. With shopping, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So it’s become a small habit for me.",B
1,Shopping,Are people influenced by advertisements?,,master_pack,"Generally speaking, i’d say yes, to some extent. With shopping, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",C
1,Shopping,Do you think shopping habits will change in the future?,,master_pack,"Probably, yes. I think it will become more digital and more convenient, but the basic need will stay the same.",A
1,Shopping,Do you think shopping habits will change in the future?,,master_pack,"Probably, yes. I think it will become more digital and more convenient, but the basic need will stay the same. So it’s become a small habit for me.",B
1,Shopping,Do you think shopping habits will change in the future?,,master_pack,"Probably, yes. I think it will become more digital and more convenient, but the basic need will stay the same. So overall, it feels like a good fit for me.",C
1,Clothes & Fashion,Do you care about fashion?,,master_pack,"I’d say yes, to some extent. With clothes & fashion, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Clothes & Fashion,Do you care about fashion?,,master_pack,"Actually, i’d say yes, to some extent. With clothes & fashion, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",B
1,Clothes & Fashion,Do you care about fashion?,,master_pack,"If I’m honest, i’d say yes, to some extent. With clothes & fashion, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",C
1,Clothes & Fashion,Do you prefer comfort or style?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I’m busy, I’ll pick the more efficient one.",A
1,Clothes & Fashion,Do you prefer comfort or style?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I’m busy, I’ll pick the more efficient one. In short, it’s something I genuinely enjoy.",B
1,Clothes & Fashion,Do you prefer comfort or style?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I am busy, I’ll pick the more efficient one. So overall, it feels like a good fit for me.",C
1,Clothes & Fashion,Do people in your country follow fashion trends?,,master_pack,"I’d say yes, to some extent. With clothes & fashion, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Clothes & Fashion,Do people in your country follow fashion trends?,,master_pack,"Actually, i’d say yes, to some extent. With clothes & fashion, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",B
1,Clothes & Fashion,Do people in your country follow fashion trends?,,master_pack,"If I’m honest, i’d say yes, to some extent. With clothes & fashion, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. So overall, it feels like a good fit for me.",C
1,Clothes & Fashion,Do you like wearing traditional clothes?,,master_pack,"Yes, I do. Clothes & Fashion is something I enjoy because it adds a bit of variety to daily life, and it’s also an easy way to relax and reset.",A
1,Clothes & Fashion,Do you like wearing traditional clothes?,,master_pack,"Yes, I do. Clothes & Fashion is something I enjoy because it adds a bit of variety to daily life, and it’s also an easy way to relax and reset. So it’s become a small habit for me.",B
1,Clothes & Fashion,Do you like wearing traditional clothes?,,master_pack,"It depends, but yes, I do. Clothes & Fashion is something I enjoy because it adds a bit of variety to daily life, and it’s also an easy way to relax and reset. So overall, it feels like a good fit for me.",C
1,Clothes & Fashion,How has fashion changed compared to the past?,,master_pack,"Yes, a little. As I’ve got busier, I’ve become more selective and I focus more on what’s practical and sustainable long term.",A
1,Clothes & Fashion,How has fashion changed compared to the past?,,master_pack,"To be honest, yes, a little. As I have got busier, I have become more selective and I focus more on what’s practical and sustainable long term. That’s why it stands out to me.",B
1,Clothes & Fashion,How has fashion changed compared to the past?,,master_pack,"Generally speaking, yes, a little. As I’ve got busier, I’ve become more selective and I focus more on what’s practical and sustainable long term. So overall, it feels like a good fit for me.",C
1,Weather & Seasons,What kind of weather do you enjoy most?,,master_pack,"I usually like the simple, practical kind. I prefer things that are comfortable and useful rather than overly flashy.",A
1,Weather & Seasons,What kind of weather do you enjoy most?,,master_pack,"Actually, i tend to like the simple, practical kind. I’d go for things that are comfortable and useful rather than overly flashy. In short, it’s something I genuinely enjoy.",B
1,Weather & Seasons,What kind of weather do you enjoy most?,,master_pack,"Generally speaking, i usually like the simple, practical kind. I prefer things that are comfortable and useful rather than overly flashy. That’s why it stands out to me.",C
1,Weather & Seasons,Do you prefer hot or cold weather?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I’m busy, I’ll pick the more efficient one.",A
1,Weather & Seasons,Do you prefer hot or cold weather?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I’m busy, I’ll pick the more efficient one. In short, it’s something I genuinely enjoy.",B
1,Weather & Seasons,Do you prefer hot or cold weather?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I am busy, I’ll pick the more efficient one. So overall, it feels like a good fit for me.",C
1,Weather & Seasons,Does weather affect your mood?,,master_pack,"I’d say yes, to some extent. With weather & seasons, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Weather & Seasons,Does weather affect your mood?,,master_pack,"To be honest, i’d say yes, to some extent. With weather & seasons, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",B
1,Weather & Seasons,Does weather affect your mood?,,master_pack,"Generally speaking, i’d say yes, to some extent. With weather & seasons, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. That’s why it stands out to me.",C
1,Weather & Seasons,What is your favourite season?,,master_pack,"I’d say yes, to some extent. With weather & seasons, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Weather & Seasons,What is your favourite season?,,master_pack,"To be honest, i’d say yes, to some extent. With weather & seasons, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",B
1,Weather & Seasons,What is your favourite season?,,master_pack,"Generally speaking, i’d say yes, to some extent. With weather & seasons, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. That’s why it stands out to me.",C
1,Weather & Seasons,How do people deal with extreme weather in your country?,,master_pack,"I’d say yes, to some extent. With weather & seasons, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Weather & Seasons,How do people deal with extreme weather in your country?,,master_pack,"To be honest, i’d say yes, to some extent. With weather & seasons, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",B
1,Weather & Seasons,How do people deal with extreme weather in your country?,,master_pack,"Generally speaking, i’d say yes, to some extent. With weather & seasons, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. That’s why it stands out to me.",C
1,Transport,How do you usually get around your city?,,master_pack,"I’d say yes, to some extent. With transport, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Transport,How do you usually get around your city?,,master_pack,"Actually, i’d say yes, to some extent. With transport, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",B
1,Transport,How do you usually get around your city?,,master_pack,"I’d say yes, to some extent. With transport, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",C
1,Transport,Do you prefer public transport or private cars?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I’m busy, I’ll pick the more efficient one.",A
1,Transport,Do you prefer public transport or private cars?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I’m busy, I’ll pick the more efficient one. In short, it’s something I genuinely enjoy.",B
1,Transport,Do you prefer public transport or private cars?,,master_pack,"It depends, but I usually choose the option that feels more practical day to day. If I have time, I’ll go for the more enjoyable choice; if I am busy, I’ll pick the more efficient one. So overall, it feels like a good fit for me.",C
1,Transport,What transport problems does your city have?,,master_pack,"I’d say yes, to some extent. With transport, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Transport,What transport problems does your city have?,,master_pack,"Actually, i’d say yes, to some extent. With transport, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",B
1,Transport,What transport problems does your city have?,,master_pack,"I’d say yes, to some extent. With transport, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",C
1,Transport,How could transport be improved?,,master_pack,"I’d say yes, to some extent. With transport, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine.",A
1,Transport,How could transport be improved?,,master_pack,"Actually, i’d say yes, to some extent. With transport, I try to keep it balanced—enough to enjoy it, but not so much that it takes over my routine. In short, it’s something I genuinely enjoy.",B
